state,selected_strata,optimized_los,objective
US,2020-2021,3.2749177575225814,72825602
US,2021-2022,3.2948586068226433,76361277
US,2022-2023,3.7612631341334146,25895012
US,2023-2024,5.70608346903357,17125802
