state,selected_strata,optimized_los,objective,simulation
US,2020-2021,3.2861369471015545,72230982,85
US,2020-2021,3.132316543323315,70132978,86
US,2020-2021,3.252032841720385,70489681,87
US,2020-2021,4.081771036171256,74446363,88
US,2020-2021,3.2087352759953967,70556215,89
US,2020-2021,3.6687370800100947,73508230,90
US,2020-2021,3.2554348350264983,70958875,91
US,2020-2021,4.1497274347117346,76364765,92
US,2020-2021,3.24165942370153,71612294,93
US,2020-2021,3.1391480603309567,70110393,94
US,2020-2021,3.209369745614507,71672728,95
US,2020-2021,3.2795142284069665,70969611,96
US,2020-2021,3.9675084225288155,75029031,97
US,2020-2021,3.593122999227736,71702632,98
US,2020-2021,3.6514302322019225,72838084,99
US,2020-2021,3.3468276825142165,70576884,100
US,2021-2022,4.807848553406686,81709825,1
US,2021-2022,3.4133022449835964,75155739,2
US,2021-2022,3.603815770857527,77610746,3
US,2021-2022,3.285789855052594,75756468,4
US,2021-2022,4.32774491352932,79713566,5
US,2021-2022,3.4133022449835964,75858963,6
US,2021-2022,3.096685818136449,72817645,7
US,2021-2022,4.2070807682604014,80289278,8
US,2021-2022,3.62865727676041,77316242,9
US,2021-2022,3.1694273831623714,73438090,10
US,2021-2022,3.3946564328437705,76551770,11
US,2021-2022,3.246440387547045,74657230,12
US,2021-2022,3.1958299482984294,74724680,13
US,2021-2022,5.189928713219544,83789156,14
US,2021-2022,3.492207013436244,78357262,15
US,2021-2022,3.3946068303698764,74773339,16
US,2021-2022,3.053755519491241,73737149,17
US,2021-2022,3.294558536817072,74917164,18
US,2021-2022,4.154086062350506,78615254,19
US,2021-2022,3.076784886372804,74813822,20
US,2021-2022,3.2033435364089864,75959668,21
US,2021-2022,3.668500295655139,77276203,22
US,2021-2022,3.636207230244998,75288307,23
US,2021-2022,3.464727916616243,76052031,24
US,2021-2022,4.885818570114312,79637348,25
US,2021-2022,3.515918522163821,76466935,26
US,2021-2022,3.3875161534410925,76888243,27
US,2021-2022,3.448596237961999,75144127,28
US,2021-2022,4.960930193181761,83142388,29
US,2021-2022,3.4133022449835964,76597977,30
US,2021-2022,3.6687370800100947,76235666,31
US,2021-2022,4.311514326100324,79263857,32
US,2021-2022,3.319167846228195,76094758,33
US,2021-2022,3.384832454032183,76719524,34
US,2021-2022,3.181286338819661,73941317,35
US,2021-2022,3.657279654423755,76859925,36
US,2021-2022,3.2499128736082423,74668588,37
US,2021-2022,4.4270423021549155,80688872,38
US,2021-2022,3.2554348350264983,73500282,39
US,2021-2022,3.4139726541565767,74631641,40
US,2021-2022,3.108557001256734,73767041,41
US,2021-2022,4.249080721776037,78887469,42
US,2021-2022,3.1224814949346786,71709527,43
US,2021-2022,3.4260163461051243,76732839,44
US,2021-2022,4.750776405003785,80790908,45
US,2021-2022,3.545275218006669,75416133,46
US,2021-2022,3.6600339755664435,76760572,47
US,2021-2022,4.082039324993691,79993642,48
US,2021-2022,3.6659683392549214,77079503,49
US,2021-2022,3.7844914413462685,77423865,50
US,2021-2022,3.166449267107216,75215719,51
US,2021-2022,3.2352264935548556,78400629,52
US,2021-2022,3.0932926508352026,74395204,53
US,2021-2022,3.8656552629304226,77462025,54
US,2021-2022,3.3341692863389496,74625485,55
US,2021-2022,3.1368763564088002,73548520,56
US,2021-2022,4.222351592705946,79317494,57
US,2021-2022,3.7795319896623223,77179244,58
US,2021-2022,3.4140911780110543,74608002,59
US,2021-2022,3.889939072599224,77384678,60
US,2021-2022,4.749136735967251,83181607,61
US,2021-2022,5.334713181160133,84135683,62
US,2021-2022,3.2614286673164683,74616431,63
US,2021-2022,3.4094970524452215,75630240,64
US,2021-2022,3.241702313929801,75862479,65
US,2021-2022,3.157867409957098,72868256,66
US,2021-2022,3.082842651257276,73664336,67
US,2021-2022,3.4505696851652985,76096748,68
US,2021-2022,3.2798169548730747,74988105,69
US,2021-2022,3.8424141665699256,78455004,70
US,2021-2022,3.6687370800100947,77128088,71
US,2021-2022,3.563624517525486,77944339,72
US,2021-2022,3.661562148530491,77994852,73
US,2021-2022,3.37565802652228,74475016,74
US,2021-2022,3.6615172086671515,79375351,75
US,2021-2022,3.2892886253233367,74169067,76
US,2021-2022,3.2411999395507918,74157402,77
US,2021-2022,3.2554348350264983,75762301,78
US,2021-2022,4.854357478400762,82470446,79
US,2021-2022,3.503765362677282,75379480,80
US,2021-2022,3.4131926951933687,76089932,81
US,2021-2022,3.7597094546519885,79052378,82
US,2021-2022,4.082039324993691,77141135,83
US,2021-2022,3.4133022449835964,77046789,84
US,2021-2022,4.081612960221158,79448016,85
US,2021-2022,3.6058391352323778,76357937,86
US,2021-2022,3.1628841626196667,76612306,87
US,2021-2022,3.230847201319903,73970166,88
US,2021-2022,3.319226437628526,73732105,89
US,2021-2022,4.007195362092674,78305816,90
US,2021-2022,5.125020909405828,83476866,91
US,2021-2022,3.350442480312576,74718419,92
US,2021-2022,3.1277409675524126,74073774,93
US,2021-2022,3.2554348350264983,73162732,94
US,2021-2022,3.540977059825377,74517139,95
US,2021-2022,3.5630895186905716,75635975,96
US,2021-2022,3.4137925211716977,74303166,97
US,2021-2022,3.2260869813731037,74418268,98
US,2021-2022,3.787880479520589,79880548,99
US,2021-2022,3.2554348350264983,75451962,100
US,2022-2023,3.112996298744231,25339038,1
US,2022-2023,4.133073131273122,26159793,2
US,2022-2023,4.637405376638811,27520289,3
US,2022-2023,3.434367094907218,26359070,4
US,2022-2023,3.2576164771398495,25251010,5
US,2022-2023,3.3301883772118988,25698757,6
US,2022-2023,3.570679378752593,25888730,7
US,2022-2023,3.692205729104888,25978428,8
US,2022-2023,3.2964527743871015,26332100,9
US,2022-2023,3.1448517894744037,25810706,10
US,2022-2023,3.317814463209004,25550684,11
US,2022-2023,3.51304206496784,26169213,12
US,2022-2023,3.41889641039702,26666026,13
US,2022-2023,3.7485095173439422,25793367,14
US,2022-2023,4.679112661614151,27767176,15
US,2022-2023,3.3960335174605536,25622025,16
US,2022-2023,3.2947791184687474,25647351,17
US,2022-2023,3.808872013817024,26233218,18
US,2022-2023,3.1585020716362857,25104118,19
US,2022-2023,4.082039324993691,25878860,20
US,2022-2023,3.1485243355339954,25290831,21
US,2022-2023,3.5248313177923563,25724753,22
US,2022-2023,3.3839195346273594,25650128,23
US,2022-2023,3.33230742059225,25435017,24
US,2022-2023,3.6805396477445975,25889246,25
US,2022-2023,3.5138113069027823,25765610,26
US,2022-2023,3.878154264365644,26701778,27
US,2022-2023,4.21275732402598,26920550,28
US,2022-2023,3.3847237587600603,25655518,29
US,2022-2023,6.111499216808857,29010257,30
US,2022-2023,4.242214875276109,27445876,31
US,2022-2023,4.429388664805079,27382668,32
US,2022-2023,4.075718900366962,26278969,33
US,2022-2023,4.231081950717994,26856741,34
US,2022-2023,4.0877074569844085,26847308,35
US,2022-2023,3.6683683381389285,25979137,36
US,2022-2023,4.815520248526556,27388917,37
US,2022-2023,3.130428864187044,25047568,38
US,2022-2023,3.666864951571508,26648367,39
US,2022-2023,3.096326346894249,25057101,40
US,2022-2023,3.9164063407166454,26386537,41
US,2022-2023,3.408733150233589,26338876,42
US,2022-2023,3.5204015997273004,26820008,43
US,2022-2023,3.6687370800100947,25955358,44
US,2022-2023,3.8325186824340363,26426863,45
US,2022-2023,3.112485443193039,25578603,46
US,2022-2023,3.457996178610324,25903348,47
US,2022-2023,3.0819180656619656,25370783,48
US,2022-2023,3.6234828834789123,26564239,49
US,2022-2023,3.2554348350264983,25333742,50
US,2022-2023,3.0900617136285624,25045204,51
US,2022-2023,4.403852897923755,26817806,52
US,2022-2023,3.37257177298552,26043868,53
US,2022-2023,3.429549090662796,25749375,54
US,2022-2023,4.011183178924353,26780861,55
US,2022-2023,4.750776405003785,27223934,56
US,2022-2023,6.765444951142726,30232819,57
US,2022-2023,4.433594548267695,27158918,58
US,2022-2023,3.371529175147539,25910580,59
US,2022-2023,4.237952094756368,27456747,60
US,2022-2023,3.125316320241772,25478339,61
US,2022-2023,4.159905775823089,27030158,62
US,2022-2023,3.3027642857822466,25618444,63
US,2022-2023,3.1363246078376603,24908672,64
US,2022-2023,3.3710760232871264,25391091,65
US,2022-2023,3.1997654510108977,25832984,66
US,2022-2023,3.3256809470146664,25350461,67
US,2022-2023,3.4272341331111815,26237014,68
US,2022-2023,4.9766219978172845,27821058,69
US,2022-2023,3.407883331420543,25631612,70
US,2022-2023,4.999953363496935,27977741,71
US,2022-2023,3.4731592842273646,26023769,72
US,2022-2023,4.043127355550603,26489658,73
US,2022-2023,3.346138317635675,25232316,74
US,2022-2023,4.051784266842567,27061665,75
US,2022-2023,4.953169123972364,27724909,76
US,2022-2023,4.342268344764959,27932966,77
US,2022-2023,3.4133022449835964,25801767,78
US,2022-2023,3.8478738589575645,26516574,79
US,2022-2023,5.0970827776596455,28551852,80
US,2022-2023,3.8766386618744226,27204722,81
US,2022-2023,3.8713459790725193,26749024,82
US,2022-2023,3.4131800394014986,26156547,83
US,2022-2023,4.244990659279102,26875128,84
US,2022-2023,3.2927430143774545,24948639,85
US,2022-2023,3.6684458636002133,26630816,86
US,2022-2023,3.684226540528399,26669952,87
US,2022-2023,4.649240108479338,27635982,88
US,2022-2023,4.2186254149020614,27014499,89
US,2022-2023,3.0865781358220814,25209295,90
US,2022-2023,4.750776405003785,27386403,91
US,2022-2023,3.142751375740007,25063865,92
US,2022-2023,4.106845705612111,26657041,93
US,2022-2023,4.06109233121036,26668604,94
US,2022-2023,3.4249715985642823,25339370,95
US,2022-2023,3.157867409957098,24961551,96
US,2022-2023,4.082039324993691,26684075,97
US,2022-2023,4.8402476821708635,26989925,98
US,2022-2023,3.5405898740318515,26654095,99
US,2022-2023,3.9963802950735223,26212768,100
US,2023-2024,3.6400952888379523,15388594,1
US,2023-2024,3.7370196094855364,15420947,2
US,2023-2024,3.3894451640506413,14525520,3
US,2023-2024,3.725159285817277,15179829,4
US,2023-2024,3.3907497818244994,14630360,5
US,2023-2024,4.075147275259056,15205134,6
US,2023-2024,3.554486084020399,14999707,7
US,2023-2024,5.060608871607716,16242009,8
US,2023-2024,3.8266044899671927,15150234,9
US,2023-2024,3.920244492925481,15191117,10
US,2023-2024,4.540945060622268,15745246,11
US,2023-2024,3.5362183523849016,15253531,12
US,2023-2024,3.896579496487421,14744991,13
US,2023-2024,3.3434704863708493,14480136,14
US,2023-2024,3.6252626020410603,15013887,15
US,2023-2024,3.416429583146025,14767087,16
US,2023-2024,3.1840712766364057,14315935,17
US,2023-2024,4.848343830073186,15673489,18
US,2023-2024,3.2276718326690967,14208345,19
US,2023-2024,3.6115248705664555,14855872,20
US,2023-2024,4.082039324993691,15298651,21
US,2023-2024,3.8337429923597304,14992126,22
US,2023-2024,3.4187394912290143,14613971,23
US,2023-2024,3.6687370800100947,15032264,24
US,2023-2024,4.096461489309378,15411685,25
US,2023-2024,4.505839038128733,15637900,26
US,2023-2024,3.428508984765129,14808532,27
US,2023-2024,3.512839069788803,15055127,28
US,2023-2024,3.6314696398283925,14813302,29
US,2023-2024,3.1828848384494233,14594649,30
US,2023-2024,3.2405450537056906,14167873,31
US,2023-2024,3.6687370800100947,15164750,32
US,2023-2024,3.4035680600958513,14760103,33
US,2023-2024,3.2549645887785834,14643504,34
US,2023-2024,3.059727963681518,14342050,35
US,2023-2024,4.080856734043408,15006751,36
US,2023-2024,3.1432871040745116,14574473,37
US,2023-2024,3.1851672028915954,14220403,38
US,2023-2024,3.451075728973259,14894888,39
US,2023-2024,4.12271066793792,15393304,40
US,2023-2024,7.565273430801141,17745499,41
US,2023-2024,6.0325949829219505,16766271,42
US,2023-2024,3.1197675767644077,14345799,43
US,2023-2024,4.8422908882688755,15871434,44
US,2023-2024,5.846303661355293,16793717,45
US,2023-2024,3.6700648479107216,14763970,46
US,2023-2024,4.623999210384984,15786964,47
US,2023-2024,3.602481679350343,14853574,48
US,2023-2024,3.956206262002203,14768253,49
US,2023-2024,3.9135857592947145,15125504,50
US,2023-2024,3.27831129986572,14377091,51
US,2023-2024,4.1672949739818375,15428252,52
US,2023-2024,3.6583243786358612,14782829,53
US,2023-2024,3.376649060312665,15100698,54
US,2023-2024,3.5718518044258145,14465274,55
US,2023-2024,4.082039324993691,15102397,56
US,2023-2024,4.460497393474473,15464878,57
US,2023-2024,3.2796923132207674,14445895,58
US,2023-2024,3.7260626989951837,14864282,59
US,2023-2024,3.888369751463856,15001113,60
US,2023-2024,3.6924650478882053,15132055,61
US,2023-2024,5.242622328171696,15933778,62
US,2023-2024,3.507076951375572,15055604,63
US,2023-2024,3.0376191171319853,14303536,64
US,2023-2024,3.2791166103329266,14302021,65
US,2023-2024,3.790141694142998,15036659,66
US,2023-2024,3.3655344570842365,14667654,67
US,2023-2024,3.156390096958377,14306413,68
US,2023-2024,3.263366284263569,14624215,69
US,2023-2024,3.3902697002776008,14880025,70
US,2023-2024,3.2547862431818366,14510821,71
US,2023-2024,3.33628414242936,14284792,72
US,2023-2024,3.28956080002933,14551357,73
US,2023-2024,4.0725472558242615,15226714,74
US,2023-2024,3.884524359697702,15063708,75
US,2023-2024,3.287108260459367,14892201,76
US,2023-2024,4.639188293437025,15735417,77
US,2023-2024,3.304375483423804,14414853,78
US,2023-2024,3.3029186566862863,14579620,79
US,2023-2024,6.371378996875012,16521996,80
US,2023-2024,3.310644636756603,14991377,81
US,2023-2024,3.7306143674950567,15094047,82
US,2023-2024,3.4078968617975627,14788592,83
US,2023-2024,5.145695967244047,15967540,84
US,2023-2024,4.163082736310147,15593008,85
US,2023-2024,3.7176003068136447,15097245,86
US,2023-2024,6.082813318778556,16601974,87
US,2023-2024,4.993229665464168,16289930,88
US,2023-2024,3.4013331046261093,14569307,89
US,2023-2024,3.2553009518060265,14662235,90
US,2023-2024,5.038426144820497,16063844,91
US,2023-2024,4.817254059678137,15777501,92
US,2023-2024,3.6687370800100947,15299470,93
US,2023-2024,4.791502558206556,16121705,94
US,2023-2024,3.491502688224647,14644275,95
US,2023-2024,3.4698655391555318,14972063,96
US,2023-2024,4.329049149764705,15210667,97
US,2023-2024,3.1003643503966263,14268544,98
US,2023-2024,3.105079042193315,14736231,99
US,2023-2024,3.091641338490375,14219720,100
