state,selected_strata,optimized_los,objective,simulation
US,Winter,3.2554348350264983,76092901,29
US,Winter,4.856190445810351,84646963,30
US,Winter,4.074023734836777,82714784,31
US,Winter,3.6687370800100947,80581682,32
US,Winter,3.6856330491711335,81602140,33
US,Winter,3.732705973688163,82679633,34
US,Winter,3.3123879940055554,79356421,35
US,Winter,3.8104615141949885,80768454,36
US,Winter,3.7276158059028326,78267652,37
US,Winter,4.172068974837694,81804336,38
US,Winter,3.4195523880801906,80122723,39
US,Winter,3.0768956132355214,78727528,40
US,Winter,4.119306765175393,82373001,41
US,Winter,3.9103812688897146,81333940,42
US,Winter,5.017930857345228,85176419,43
US,Winter,4.751266681191886,83557791,44
US,Winter,3.976495545912582,81758590,45
US,Winter,3.5142300730378677,80172016,46
US,Winter,3.221548393579357,79429841,47
US,Winter,3.213906788926772,78074809,48
US,Winter,4.0796702011163815,83314737,49
US,Winter,3.944921434855994,84177962,50
US,Winter,4.7472003266113045,85997569,51
US,Winter,3.1785748593411847,76269070,52
US,Winter,3.5016679884847113,81369883,53
US,Winter,3.4207049756665966,79978461,54
US,Winter,3.2556902481621193,79212717,55
US,Winter,3.942923124660679,81963023,56
US,Winter,3.8568702242119195,81251668,57
US,Winter,3.5262402776373856,79985779,58
US,Winter,3.6687370800100947,81970641,59
US,Winter,3.3529658390704142,78313357,60
US,Winter,3.666592856979547,80944500,61
US,Winter,3.561171737428782,79415180,62
US,Winter,4.504309102025971,85673517,63
US,Winter,3.4133022449835964,79939823,64
US,Winter,3.705303688415342,81449655,65
US,Winter,5.0731216400132375,86988684,66
US,Winter,3.729115802172458,80206754,67
US,Winter,4.083016364593925,82600661,68
US,Winter,4.574340586373412,83194733,69
US,Winter,3.2350565601786196,77369295,70
US,Winter,6.314802665144386,89740807,71
US,Winter,3.1348348652511024,76415412,72
US,Winter,3.263691451802708,78258852,73
US,Winter,3.6182908268297003,77795797,74
US,Winter,3.839633988809535,80466417,75
US,Winter,3.871613654274747,81963279,76
US,Winter,3.732723850295756,80578707,77
US,Winter,4.750776405003785,82340653,78
US,Winter,3.0983488592305473,78083781,79
US,Winter,3.6687370800100947,79972378,80
US,Winter,3.1467759181657544,78177070,81
US,Winter,3.093213949363672,77096079,82
US,Winter,3.1488614627059026,78409002,83
US,Winter,3.238730120491787,78911353,84
US,Winter,4.183728008013668,86709262,85
US,Winter,4.3374741600201885,82305639,86
US,Winter,4.11851348163917,83785626,87
US,Winter,4.082039324993691,82989812,88
US,Winter,4.078136690396563,81791013,89
US,Winter,3.4121346944245667,81306285,90
US,Winter,3.3992665199908414,78307734,91
US,Winter,3.536063174274258,79744436,92
US,Winter,3.2139796569864343,79265238,93
US,Winter,3.268117883388752,81108479,94
US,Winter,4.105593702686065,82126221,95
US,Winter,5.324417645440253,86425485,96
US,Winter,4.082039324993691,82869172,97
US,Winter,3.4116953170896074,79587421,98
US,Winter,4.180097026251191,83124846,99
US,Winter,3.130311489903124,78622232,100
US,Spring,3.4630792154500165,17908671,1
US,Spring,6.92848286478914,19603640,2
US,Spring,4.811387030057358,18717922,3
US,Spring,4.240346891912193,18533781,4
US,Spring,3.367544251126597,17945968,5
US,Spring,4.199494677429479,18146489,6
US,Spring,6.2370648535045055,19370565,7
US,Spring,5.750059170743,18867869,8
US,Spring,7.583592135001261,19222850,9
US,Spring,4.89117291630987,19182678,10
US,Spring,3.3328730204671806,17939868,11
US,Spring,3.677218786394017,18082294,12
US,Spring,6.015122963299921,19766493,13
US,Spring,4.750776405003785,18457584,14
US,Spring,5.307010434022946,19148538,15
US,Spring,5.984880911029808,18895062,16
US,Spring,10.394652278562658,20086163,17
US,Spring,10.416407864998737,20487925,18
US,Spring,3.1608514023090204,17376660,19
US,Spring,4.975883633181291,18966114,20
US,Spring,3.702521417191253,17835420,21
US,Spring,3.6917696247160903,18434232,22
US,Spring,3.7792372305150397,18489109,23
US,Spring,4.190595810902673,18369041,24
US,Spring,6.032137911418547,19080545,25
US,Spring,4.901196395383379,18476623,26
US,Spring,10.255944539866727,20411536,27
US,Spring,3.5888648773493563,18344790,28
US,Spring,4.0976230376276455,17936286,29
US,Spring,3.625545213008747,18111550,30
US,Spring,3.6367010812995075,17920264,31
US,Spring,3.4133022449835964,17770021,32
US,Spring,4.08158802689366,18549685,33
US,Spring,4.06037393697748,18726655,34
US,Spring,4.099071428130288,18643678,35
US,Spring,4.156502327862623,18111234,36
US,Spring,10.634575259843533,20148913,37
US,Spring,4.2058822205074895,18656426,38
US,Spring,5.212788821621899,18542427,39
US,Spring,7.153366054966009,19638365,40
US,Spring,12.16667543422256,20067349,41
US,Spring,5.6633717857107095,19057913,42
US,Spring,3.2554348350264983,17541452,43
US,Spring,3.4816937534434897,18032721,44
US,Spring,5.053204443067436,19103187,45
US,Spring,3.4114161125312505,18103917,46
US,Spring,3.843200249509474,18075754,47
US,Spring,5.832684754696893,19346338,48
US,Spring,3.131414686614651,18003526,49
US,Spring,4.082039324993691,18838612,50
US,Spring,6.653941863898848,19378398,51
US,Spring,3.7451664381516583,18382381,52
US,Spring,6.270976366995884,20009079,53
US,Spring,3.1107335178728843,17426450,54
US,Spring,3.4133022449835964,17888439,55
US,Spring,3.7544596972590645,18028969,56
US,Spring,6.929879697359138,19568004,57
US,Spring,7.479328874434328,19887176,58
US,Spring,3.4099418419987253,17354559,59
US,Spring,7.569962307239789,19893082,60
US,Spring,5.832815729997476,18960500,61
US,Spring,3.3395460529500482,17883346,62
US,Spring,3.986191754730557,18011589,63
US,Spring,3.7348705910059468,17853225,64
US,Spring,3.5108696700529967,17670171,65
US,Spring,3.5623981751694025,17801033,66
US,Spring,7.583592135001261,19972990,67
US,Spring,4.750776405003785,18389194,68
US,Spring,3.8689707195523253,18558241,69
US,Spring,4.092025749896357,17916266,70
US,Spring,3.5025790022112484,18149520,71
US,Spring,3.783735695951916,17768655,72
US,Spring,4.049155848999266,18467316,73
US,Spring,3.6688392940777868,18113231,74
US,Spring,6.427493347684916,19277683,75
US,Spring,5.832815729997476,19476050,76
US,Spring,3.5711696549406944,17563591,77
US,Spring,4.03203175097093,18101384,78
US,Spring,4.453300923812782,18356333,79
US,Spring,10.843618677887811,20277577,80
US,Spring,6.010790196391605,19264824,81
US,Spring,3.335479018965092,17809229,82
US,Spring,3.0933701020691147,17181852,83
US,Spring,3.6687370800100947,18294340,84
US,Spring,7.310373518696605,19728773,85
US,Spring,4.748699561743239,18706699,86
US,Spring,3.157867409957098,17756781,87
US,Spring,3.1608636179443437,17903622,88
US,Spring,4.198829601660673,18343328,89
US,Spring,4.750776405003785,18674801,90
US,Spring,3.820870853738438,18132748,91
US,Spring,12.809299847804557,19598245,92
US,Spring,3.8661102304267505,17681170,93
US,Spring,3.3509254168353517,17861595,94
US,Spring,4.403200518594185,18636919,95
US,Spring,7.145682963312919,19954236,96
US,Spring,4.496484088041466,18396903,97
US,Spring,13.369867772947911,19422245,98
US,Spring,3.250965954419185,17391023,99
US,Spring,3.1408416223484346,17410944,100
